PlayerName,Country,Age,Height,Position,YearsPlayed,MeanYear,Appearances,Goals,BirthPlace,Longitude,Latitude
Javier Elizondo,Argentina,31,1.76,Forward,,,,,Buenos Aires,-58.3817,-34.6033
Jorge Artigas,Argentina,38,1.76,Midfielder,,,,,Buenos Aires,-58.3817,-34.6033
Hugo Villaverde,Argentina,60,1.78,Defender,1979,1979,,,Santa Fe Argentina,-60.7,-31.6333
Sebasti&#xE1;n Jaime,Argentina,27,1.79,Forward,,,,,La Plata,-57.9544,-34.9211
H&#xE9;ctor Zelada,Argentina,57,1.8,Goalkeeper,1986,1986,,,Maciel,,
Alejandro Kruchowski,Argentina,31,1.8,Defender,,,,,Buenos Aires,-58.3817,-34.6033
Ignacio Don,Argentina,32,1.81,Goalkeeper,,,,,Argentina,-58.3833,-34.6
C&#xE9;sar-Auguste Laraign&#xE9;e,Argentina,65,1.82,Defender,1970,1970,,,Buenos Aires,-58.3817,-34.6033
Jos&#xE9; Omar Pastoriza,Argentina,,1.85,Midfielder,1966-1972,1969,18,,Rosario Santa Fe,-60.6667,-32.95
Alfredo Obberti,Argentina,69,1.85,Forward,,,,,Buenos Aires,-58.3817,-34.6033
Lucas Viatri,Argentina,27,1.85,Forward,,,,,Buenos Aires,-58.3817,-34.6033
Diego Guidi,Argentina,33,1.86,Defender,,,,,Argentina,-58.3833,-34.6
H&#xE9;ber Alberto Arriola,Argentina,34,1.87,Forward,,,,,Buenos Aires,-58.3817,-34.6033
Germ&#xE1;n Caffa,Argentina,33,1.9,Goalkeeper,,,,,Concepci&#xF3;n del Uruguay,-58.2333,-32.4833
Lucas Su&#xE1;rez,Argentina,30,1.9,Goalkeeper,,,,,Marcos Ju&#xE1;rez Department,-62.0333,-32.7
Fabi&#xE1;n Cancelarich,Argentina,48,1.91,Goalkeeper,1990-1992,1991,,,Santa Fe Argentina,-60.7,-31.6333
Agust&#xED;n Irusta,Argentina,72,,Goalkeeper,,,0,,Villa Mar&#xED;a,-63.2667,-32.5833
Daniel Onega,Argentina,69,,Forward,1966-1972,1969,13,,Las Parejas Santa Fe,-61.5333,-32.6833
Edgardo Andrada,Argentina,75,,Goalkeeper,1961-1969,1965,20,,Rosario Santa Fe,-60.6667,-32.95
Carlos Brown (footballer),Argentina,,,,1903-1905,1904,,,Argentina,-58.3833,-34.6
Alfredo Brown,Argentina,,,Forward,1906-1911,1908.5,,,Argentina,-58.3833,-34.6
Eliseo Brown,Argentina,,,Forward,1906-1911,1908.5,,,Argentina,-58.3833,-34.6
Edmundo Piaggio,Argentina,,,Defender,1930,1930,,,Lan&#xFA;s,-58.4,-34.7
Victorio Spinetto,Argentina,,,Midfielder,1934-1936,1935,,,Buenos Aires,-58.3817,-34.6033
Ricardo Infante,Argentina,,,Forward,1947-1958,1952.5,,,La Plata,-57.9544,-34.9211
Juan Jos&#xE9; Pizzuti,Argentina,87,,Forward,1951-1959,1955,,,Buenos Aires,-58.3817,-34.6033
Agust&#xED;n Cejas,Argentina,69,,Goalkeeper,1964,1964,,,Buenos Aires,-58.3817,-34.6033
Juan Carlos Carone,Argentina,72,,Midfielder,1966-1967,1966.5,,,Buenos Aires,-58.3817,-34.6033
Juan Carlos Sarnari,Argentina,72,,Midfielder,1966-1967,1966.5,,,Santa Fe Argentina,-60.7,-31.6333
Jorge Solari,Argentina,72,,Midfielder,1966-1969,1967.5,,,Buenos Aires,-58.3817,-34.6033
Andr&#xE9;s Rebottaro,Argentina,61,,Defender,1974-1976,1975,,,Rosario Santa Fe,-60.6667,-32.95
Juan Domingo Rocchia,Argentina,,,Defender,1975,1975,,,Rafaela,-61.4833,-31.2667
Enrique Vidall&#xE9;,Argentina,62,,Goalkeeper,1979,1979,,,C&#xF3;rdoba Province Argentina,-64.1833,-31.4167
Jorge Pellegrini,Argentina,58,,Defender,1985-1986,1985.5,,,Santa Fe Argentina,-60.7,-31.6333
Jorge Comas (footballer),Argentina,54,,Forward,1988,1988,,,Paran&#xE1; Entre R&#xED;os,-60.5333,-31.7333
David Acevedo,Argentina,77,,Defender,,,,,Santa Fe Argentina,-60.7,-31.6333
Ernesto Belis,Argentina,,,Defender,,,,,Argentina,-58.3833,-34.6
Federico Edwards,Argentina,83,,Defender,,,,,Santa Fe Argentina,-60.7,-31.6333
Enrique Chimento,Argentina,,,Defender,,,,,Argentina,-58.3833,-34.6
Ram&#xF3;n Astudillo,Argentina,,,Defender,,,,,Argentina,-58.3833,-34.6
Carlos Ischia,Argentina,57,,Defender,,,,,Buenos Aires,-58.3817,-34.6033
Nelson L&#xF3;pez,Argentina,73,,Defender,,,,,Argentina,-58.3833,-34.6
Ra&#xFA;l Madero,Argentina,75,,Defender,,,,,Buenos Aires,-58.3817,-34.6033
Alberto Mariotti,Argentina,79,,Defender,,,,,Argentina,-58.3833,-34.6
Juan Carlos Mur&#xFA;a,Argentina,,,Defender,,,,,Argentina,-58.3833,-34.6
Rub&#xE9;n Pagnanini,Argentina,65,,Defender,,,,,San Nicol&#xE1;s de los Arroyos,-60.2167,-33.3333
Jos&#xE9; Luis Pavoni,Argentina,60,,Defender,-1975-,,,,Rosario Santa Fe,-60.6667,-32.95
Juan Pedevilla,Argentina,,,Defender,,,,,Argentina,-58.3833,-34.6
Alfredo P&#xE9;rez (footballer),Argentina,,,Defender,,,,,Argentina,-58.3833,-34.6
Carlos Squeo,Argentina,66,,Defender,,,,,Dock Sud,-58.3478,-34.6417
Jorge Theiler,Argentina,50,,Defender,-1987-,,,,San Jose de la Esquina,,
Ludovico Avio,Argentina,,,Forward,,,,,Argentina,-58.3833,-34.6
Ra&#xFA;l Bel&#xE9;n,Argentina,,,Forward,,,,,Argentina,-58.3833,-34.6
H&#xE9;ctor Facundo,Argentina,,,Forward,,,,,Argentina,-58.3833,-34.6
Alberto Galateo,Argentina,,,Forward,,,,,Argentina,-58.3833,-34.6
Alberto Mario Gonz&#xE1;lez,Argentina,73,,Forward,,,,,Argentina,-58.3833,-34.6
Esteban Gonz&#xE1;lez,Argentina,52,,Forward,,,,,Buenos Aires,-58.3817,-34.6033
Roberto Ira&#xF1;eta,Argentina,,,Forward,,,,,Argentina,-58.3833,-34.6
Luis Izzeta,Argentina,,,Forward,,,,,Argentina,-58.3833,-34.6
Arturo Na&#xF3;n,Argentina,,,Forward,,,,,La Plata,-57.9544,-34.9211
Manuel Pelegrina,Argentina,,,Forward,,,,,C&#xF3;rdoba Argentina,-64.1833,-31.4167
Francisco P&#xE9;rez (footballer),Argentina,,,Forward,,,,,Argentina,-58.3833,-34.6
Eliseo Prado,Argentina,84,,Forward,,,,,Buenos Aires,-58.3817,-34.6033
Norberto Raffo,Argentina,,,Forward,,,,,Argentina,-58.3833,-34.6
Francisco R&#xFA;a,Argentina,,,Forward,,,,,Argentina,-58.3833,-34.6
An&#xED;bal Tarabini,Argentina,,,Forward,,,,,La Plata,-57.9544,-34.9211
Juan Ram&#xF3;n Ver&#xF3;n,Argentina,70,,Forward,,,,,La Plata,-57.9544,-34.9211
Marcelo Ver&#xF3;n,Argentina,36,,Forward,,,,,Buenos Aires,-58.3817,-34.6033
Federico Wilde,Argentina,,,Forward,,,,,Argentina,-58.3833,-34.6
&#xC1;ngel Grippa,Argentina,,,Goalkeeper,,,,,Argentina,-58.3833,-34.6
H&#xE9;ctor Freschi,Argentina,,,Goalkeeper,,,,,Argentina,-58.3833,-34.6
Rolando Irusta,Argentina,76,,Goalkeeper,,,,,Argentina,-58.3833,-34.6
Carlos Prono,Argentina,50,,Goalkeeper,,,,,Buenos Aires,-58.3817,-34.6033
Ram&#xF3;n Abeledo,Argentina,77,,Midfielder,,,,,Argentina,-58.3833,-34.6
Ernesto Albarrac&#xED;n,Argentina,,,Midfielder,,,,,Argentina,-58.3833,-34.6
Zoilo Canavery,Argentina,,,Midfielder,,,,,Montevideo,-56.1819,-34.8836
Rub&#xE9;n Galv&#xE1;n (footballer),Argentina,62,,Midfielder,,,,,Comandante Fontana,-59.6833,-25.3333
Rub&#xE9;n Horacio Galletti,Argentina,63,,Midfielder,,,,,Buenos Aires,-58.3817,-34.6033
Patricio Hern&#xE1;ndez,Argentina,58,,Midfielder,-1982-,,,,San Nicol&#xE1;s de los Arroyos,-60.2167,-33.3333
Arcadio L&#xF3;pez,Argentina,,,Midfielder,,,,,Buenos Aires,-58.3817,-34.6033
Alfonso Lorenzo,Argentina,,,Midfielder,,,,,Argentina,-58.3833,-34.6
Jos&#xE9; Nehin,Argentina,,,Midfielder,,,,,Argentina,-58.3833,-34.6
Miguel Oviedo,Argentina,63,,Midfielder,,,,,C&#xF3;rdoba Argentina,-64.1833,-31.4167
Miguel &#xC1;ngel Raimondo,Argentina,70,,Midfielder,,,,,Rosario Santa Fe,-60.6667,-32.95
Renato Cesarini,Argentina,,,,,,,,Senigallia,13.2167,43.7167
Eduardo Luj&#xE1;n Manera,Argentina,,,,,,,,Concepci&#xF3;n del Uruguay,-58.2333,-32.4833
Juan Maldonado Jaimez,Brazil,32,1.65,Defender,2008,2008,2,0,S&#xE3;o Paulo,-46.6333,-23.55
Wellington Nem,Brazil,22,1.66,Midfielder,2012-,2013,3,0,Rio de Janeiro,-43.1964,-22.9083
Eduardo Pereira Rodrigues,Brazil,22,1.68,Forward,2011-,2012.5,2,0,Goi&#xE2;nia,-49.25,-16.6667
Osvaldo Louren&#xE7;o Filho,Brazil,27,1.68,Forward,2013-,2013.5,2,0,Fortaleza,-38.5428,-3.7183
Juary,Brazil,55,1.69,Forward,1979,1979,2,0,S&#xE3;o Jo&#xE3;o de Meriti,-43.3719,-22.8039
L&#xE9;o Bastos,Brazil,39,1.69,Defender,2001-2005,2003,7,0,Campos dos Goytacazes,-41.3239,-21.7539
C&#xE1;ssio Alves de Barros,Brazil,44,1.7,Defender,1991,1991,1,0,Rio de Janeiro,-43.1964,-22.9083
Uidemar,Brazil,49,1.7,Midfielder,1987-1989,1988,2,0,Damol&#xE2;ndia,-49.3528,-16.2439
Paulo C&#xE9;sar Fonseca do Nascimento,Brazil,36,1.7,Midfielder,2001-2007,2004,4,0,Porto Alegre,-51.23,-30.0331
Zenon de Souza Farias,Brazil,60,1.7,Midfielder,1979-1984,1981.5,5,0,Tubar&#xE3;o,-49.0069,-28.4667
Alexandre da Silva Mariano,Brazil,41,1.7,Midfielder,1995-1996,1995.5,10,0,Capivari,-47.5078,-22.995
Mineiro (footballer),Brazil,39,1.7,Midfielder,2001-2008,2004.5,24,0,Porto Alegre,-51.23,-30.0331
Renaldo Lopes da Cruz,Brazil,44,1.71,Forward,1996,1996,1,0,Cotegipe,-44.2578,-12.0278
Jos&#xE9; Carlos de Almeida,Brazil,45,1.71,Defender,1998,1998,1,0,Presidente Bernardes S&#xE3;o Paulo,-51.5531,-22.0061
Gabriel Rodrigues dos Santos,Brazil,33,1.71,Defender,2005,2005,1,0,S&#xE3;o Paulo,-46.6333,-23.55
Philippe Coutinho,Brazil,22,1.71,Midfielder,2010-,2012,1,0,Rio de Janeiro,-43.1964,-22.9083
Dener,Brazil,,1.71,Forward,1991,1991,2,0,S&#xE3;o Paulo,-46.6333,-23.55
Rafinha,Brazil,28,1.71,Defender,2008-,2011,2,0,Londrina,-51.1628,-23.31
Arouca (footballer),Brazil,28,1.71,Midfielder,2012-,2013,4,0,Duas Barras,-42.5219,-22.0508
Gilberto Carlos Nascimento,Brazil,48,1.72,Midfielder,1988,1988,1,0,Ipiranga (district of S&#xE3;o Paulo),-46.6078,-23.5914
Geovanni Deiberson Maur&#xED;cio,Brazil,34,1.72,Midfielder,2001,2001,1,0,Acaiaca,-43.15,-20.35
N&#xE1;dson Rodrigues de Souza,Brazil,32,1.72,Forward,2003,2003,2,0,Serrinha,-39.0069,-11.6611
Adriano Gabiru,Brazil,37,1.72,Midfielder,2003,2003,2,0,Macei&#xF3;,-35.735,-9.6658
F&#xE1;bio Pereira da Silva,Brazil,24,1.72,Defender,2011-,2012.5,2,0,Petr&#xF3;polis,-43.1789,-22.505
Valdir Benedito,Brazil,48,1.72,Midfielder,1991,1991,3,0,Araraquara,-48.1761,-21.7947
Rodrigo Jos&#xE9; Queiroz Chagas,Brazil,41,1.72,Defender,1995,1995,3,0,Rio de Janeiro,-43.1964,-22.9083
Jackson (footballer born 1973),Brazil,41,1.72,Midfielder,1998,1998,3,0,Cod&#xF3;,-43.8856,-4.4553
Robert da Silva Almeida,Brazil,43,1.72,Midfielder,2001,2001,3,0,Salvador Bahia,-38.4767,-12.9747
Carlos Eduardo Marques,Brazil,27,1.72,Midfielder,2009-,2011.5,6,0,Ajuricaba,-53.7669,-28.2331
Pita (footballer),Brazil,56,1.72,Midfielder,1980-1987,1983.5,7,0,Rio de Janeiro,-43.1964,-22.9083
Ewerthon,Brazil,33,1.72,Forward,2001-2003,2002,7,0,S&#xE3;o Paulo,-46.6333,-23.55
Giuliano Victor de Paula,Brazil,24,1.72,Midfielder,2010-,2012,8,0,Curitiba,-49.25,-25.4167
Adriano Correia,Brazil,29,1.72,Defender,2003-,2008.5,17,0,Curitiba,-49.25,-25.4167
Jair da Costa,Brazil,74,1.73,Midfielder,1962,1962,1,0,Santo Andr&#xE9; S&#xE3;o Paulo,-46.5333,-23.6572
Roberto Oliveira Gon&#xE7;alves,Brazil,54,1.73,Forward,1980,1980,1,0,Rio de Janeiro,-43.1964,-22.9083
Delei,Brazil,54,1.73,Midfielder,1984,1984,1,0,Volta Redonda,-44.1039,-22.5228
F&#xE1;bio Simpl&#xED;cio,Brazil,34,1.73,Midfielder,2009,2009,1,0,S&#xE3;o Paulo,-46.6333,-23.55
Rafael (footballer born 1990),Brazil,24,1.73,Defender,2012-,2013,2,0,Petr&#xF3;polis,-43.1789,-22.505
Edivaldo Martins Fonseca,Brazil,,1.73,Forward,1986-1989,1987.5,3,0,Volta Redonda,-44.1039,-22.5228
Sylvinho,Brazil,40,1.73,Defender,2000-2001,2000.5,6,0,S&#xE3;o Paulo,-46.6333,-23.55
Elias Mendes Trindade,Brazil,29,1.73,Midfielder,2010-,2012,13,0,S&#xE3;o Paulo,-46.6333,-23.55
C&#xE9;sar Prates,Brazil,39,1.74,Defender,1996-1997,1996.5,2,0,Aratiba,-52.3167,-27.4
Paulo Nunes,Brazil,42,1.74,Forward,1997,1997,2,0,Pontalina,-49.4392,-17.52
Lucas Marques,Brazil,26,1.74,Defender,2012,2012,2,0,Passos Minas Gerais,-46.61,-20.7189
Arthur Machado,Brazil,,1.74,Defender,1938-1939,1938.5,6,0,Niter&#xF3;i,-43.1039,-22.8828
Moacir Barbosa Nascimento,Brazil,,1.74,Goalkeeper,1949-1953,1951,17,0,Campinas,-47.0572,-22.9008
Bob&#xF4; (footballer born 1962),Brazil,51,1.75,Midfielder,1989,1989,3,0,Senhor do Bonfim,-40.1833,-10.45
S&#xE9;rgio Manoel,Brazil,42,1.75,Midfielder,1995-1998,1996.5,4,0,Santos S&#xE3;o Paulo,-46.325,-23.9369
Alex Raphael Meschini,Brazil,32,1.75,Midfielder,2008-,2011,4,0,Corn&#xE9;lio Proc&#xF3;pio,-50.65,-23.1333
Almir,Brazil,45,1.75,Forward,1990-1993,1991.5,5,0,Porto Alegre,-51.23,-30.0331
Carlos Alberto de Jesus,Brazil,29,1.75,Midfielder,2003-2005,2004,5,0,Rio de Janeiro,-43.1964,-22.9083
Felipe Jorge Loureiro,Brazil,36,1.75,Defender,1998-2004,2001,7,0,Rio de Janeiro,-43.1964,-22.9083
Fernando Lucas Martins,Brazil,22,1.75,Midfielder,2012-,2013,8,0,Erechim,-52.2739,-27.6339
Doriva,Brazil,42,1.75,Midfielder,1995-1998,1996.5,12,0,Nhandeara,-50.0386,-20.6944
Jos&#xE9; Marcelo Ferreira,Brazil,41,1.75,Defender,1996-2001,1998.5,25,0,Oeiras Piau&#xED;,-42.1333,-7.0167
Roger Machado Marques,Brazil,39,1.76,Defender,2001,2001,1,0,Porto Alegre,-51.23,-30.0331
V&#xE1;gner Rog&#xE9;rio Nunes,Brazil,41,1.76,Midfielder,2001,2001,1,0,Bauru,-49.0606,-22.3147
Ded&#xE9; (footballer born 1978),Brazil,36,1.76,Defender,2004,2004,1,0,Belo Horizonte,-43.9333,-19.9167
Humberlito Borges,Brazil,33,1.76,Forward,2011,2011,1,0,Salvador Bahia,-38.4767,-12.9747
Magno Alves,Brazil,38,1.76,Forward,2001,2001,3,0,Apor&#xE1;,-38.0808,-11.66
F&#xE1;bio Santos Romeu,Brazil,28,1.76,Defender,2012-,2013,3,0,S&#xE3;o Paulo,-46.6333,-23.55
Donizete Oliveira,Brazil,46,1.76,Midfielder,1990-2000,1995,6,0,Bauru,-49.0606,-22.3147
Gil Baiano,Brazil,47,1.76,Defender,1990-1991,1990.5,7,0,Tucano Bahia,-38.7869,-10.9628
Anderson Lu&#xED;s de Abreu Oliveira,Brazil,26,1.76,Midfielder,2007-,2010.5,8,0,Porto Alegre,-51.23,-30.0331
Maxwell (footballer),Brazil,32,1.76,Defender,2013-,2013.5,10,0,Cachoeiro de Itapemirim,-41.1128,-20.8489
Mazinho,Brazil,48,1.76,Midfielder,1989-1994,1991.5,35,0,Santa Rita Para&#xED;ba,-34.9778,-7.1139
Wesley Lopes Beltrame,Brazil,27,1.77,Midfielder,2010-,2012,2,0,Catanduva,-48.9728,-21.1378
Bruno C&#xE9;sar,Brazil,25,1.77,Forward,2011-,2012.5,2,0,Santa B&#xE1;rbara d&apos;Oeste,-47.4142,-22.7544
Leandro Amaral,Brazil,37,1.77,Forward,2001,2001,4,0,S&#xE3;o Paulo,-46.6333,-23.55
Ar&#xED;lson,Brazil,41,1.77,Midfielder,1995-1996,1995.5,7,0,Bento Gon&#xE7;alves Rio Grande do Sul,-51.5189,-29.1708
Leandro &#xC1;vila,Brazil,43,1.77,Midfielder,1995-1997,1996,8,0,Porto Alegre,-51.23,-30.0331
Mauro Silva,Brazil,46,1.77,Midfielder,1991-2001,1996,59,0,S&#xE3;o Bernardo do Campo,-46.55,-23.7
Ilsinho,Brazil,28,1.78,Midfielder,2007,2007,1,0,S&#xE3;o Bernardo do Campo,-46.55,-23.7
Warley Silva dos Santos,Brazil,36,1.78,Forward,1999,1999,4,0,Sobradinho Federal District,-47.7928,-15.6539
Ricardo Soares Flor&#xEA;ncio,Brazil,38,1.78,Defender,1997-1998,1997.5,5,0,Olinda,-34.855,-8.0089
Evan&#xED;lson,Brazil,38,1.78,Defender,1999-2000,1999.5,13,0,Diamantina Minas Gerais,-43.6,-18.2489
Z&#xE9; Elias,Brazil,37,1.78,Midfielder,1995-1999,1997,22,0,S&#xE3;o Paulo,-46.6333,-23.55
Renato Dirnei Flor&#xEA;ncio,Brazil,35,1.78,Midfielder,2003-2005,2004,28,0,Santa Mercedes,-51.7553,-21.3508
Ant&#xF4;nio Rinaldo Gon&#xE7;alves,Brazil,47,1.79,Forward,1990,1990,1,0,Campina Grande,-35.8811,-7.2306
Ren&#xEA; Weber,Brazil,53,1.79,Midfielder,1986,1986,3,0,Roque Gonzales Rio Grande do Sul,-55.0333,-28.1167
Rog&#xE9;rio Fid&#xE9;lis R&#xE9;gis,Brazil,38,1.79,Defender,1998-1999,1998.5,3,0,Campinas,-47.0572,-22.9008
Diego Tardelli,Brazil,29,1.79,Forward,2009-,2011.5,5,0,Santa B&#xE1;rbara d&apos;Oeste,-47.4142,-22.7544
Lucas Leiva,Brazil,27,1.79,Midfielder,2007-,2010.5,24,0,Dourados,-54.8058,-22.2208
&#xC9;merson Le&#xE3;o,Brazil,65,1.79,Goalkeeper,1969-1986,1977.5,80,0,Ribeir&#xE3;o Preto,-47.8067,-21.1783
J&#xFA;lio C&#xE9;sar (football goalkeeper born 1979),Brazil,34,1.79,Goalkeeper,2004-2014,2009,87,0,Duque de Caxias Rio de Janeiro,-43.3119,-22.7858
Argel Fucks,Brazil,39,1.8,Defender,1995,1995,1,0,Santa Rosa Rio Grande do Sul,-54.4669,-27.8669
Ca&#xE7;apa,Brazil,38,1.8,Defender,2000-2001,2000.5,3,0,Lavras,-45,-21.245
Alex Sandro,Brazil,23,1.8,Defender,2011-,2012.5,6,0,Catanduva,-48.9728,-21.1378
Thiago Neves,Brazil,29,1.8,Midfielder,2008-,2011,7,0,Curitiba,-49.25,-25.4167
Ademir da Guia,Brazil,72,1.8,Midfielder,1965-1974,1969.5,9,0,Rio de Janeiro,-43.1964,-22.9083
Mauro Galv&#xE3;o,Brazil,52,1.8,Midfielder,1986-1990,1988,24,0,Porto Alegre,-51.23,-30.0331
Andr&#xE9; Santos,Brazil,31,1.8,Defender,2009-,2011.5,24,0,S&#xE3;o Paulo,-46.6333,-23.55
Ricardo Roberto Barreto da Rocha,Brazil,51,1.8,Defender,1987-1995,1991,39,0,Recife,-34.9,-8.05
Ederson Honorato Campos,Brazil,28,1.81,Midfielder,2010-,2012,1,0,Parapu&#xE3;,-50.7717,-21.7681
Bruno Cort&#xEA;s,Brazil,27,1.81,Defender,2011-,2012.5,1,0,Rio de Janeiro,-43.1964,-22.9083
C&#xE9;sar Aparecido Rodrigues,Brazil,39,1.81,Defender,2001,2001,2,0,S&#xE3;o Paulo,-46.6333,-23.55
Ilan Ara&#xFA;jo Dall&apos;Igna,Brazil,33,1.81,Forward,2003,2003,3,0,Curitiba,-49.25,-25.4167
Wilson Gottardo,Brazil,51,1.81,Defender,1991,1991,6,0,Santa B&#xE1;rbara d&apos;Oeste,-47.4142,-22.7544
Sergio Claudio dos Santos,Brazil,43,1.81,Defender,1998-2001,1999.5,10,0,Nil&#xF3;polis,-43.4139,-22.8078
Waldir Peres,Brazil,63,1.81,Goalkeeper,1975-1982,1978.5,30,0,Gar&#xE7;a,-49.6511,-22.2153
Hilderaldo Bellini,Brazil,,1.81,Defender,1957-1966,1961.5,51,0,Itapira,-46.8217,-22.4361
Gylmar dos Santos Neves,Brazil,,1.81,Goalkeeper,1953-1969,1961,94,0,Santos S&#xE3;o Paulo,-46.325,-23.9369
Lu&#xED;s Eduardo Schmidt,Brazil,35,1.82,Forward,2000,2000,1,0,Ja&#xFA;,-48.5578,-22.2964
Filipe Lu&#xED;s,Brazil,29,1.82,Defender,2009-,2011.5,4,0,Jaragu&#xE1; do Sul,-49.0667,-26.4833
Ralf (footballer),Brazil,30,1.82,Midfielder,2011-,2012.5,8,0,S&#xE3;o Paulo,-46.6333,-23.55
Gustavo Nery,Brazil,37,1.82,Defender,2001-2005,2003,10,0,Nova Friburgo,-42.5333,-22.2667
Renato Abreu,Brazil,36,1.83,Midfielder,2011,2011,1,0,S&#xE3;o Paulo,-46.6333,-23.55
Marquinhos (footballer born 1994),Brazil,20,1.83,Defender,2013-,2013.5,1,0,S&#xE3;o Paulo,-46.6333,-23.55
Rafael Scheidt,Brazil,38,1.83,Defender,1999,1999,3,0,Porto Alegre,-51.23,-30.0331
Ad&#xED;lson Batista,Brazil,46,1.83,Defender,1990-1991,1990.5,4,0,Adrian&#xF3;polis,-48.9908,-24.6569
Athirson Mazolli e Oliveira,Brazil,37,1.83,Defender,1999-2003,2001,5,0,Rio de Janeiro,-43.1964,-22.9083
F&#xE1;bio Rochemback,Brazil,32,1.83,Midfielder,2001,2001,7,0,Soledade,-52.5083,-28.8258
C&#xE9;sar Belli,Brazil,38,1.83,Defender,1998-1999,1998.5,8,0,Bebedouro,-48.4792,-20.9494
Cl&#xE1;udio Taffarel,Brazil,48,1.83,Goalkeeper,1988-1998,1993,104,0,Santa Rosa Rio Grande do Sul,-54.4669,-27.8669
Maur&#xED;cio de Oliveira Anast&#xE1;cio,Brazil,51,1.84,Forward,1991,1991,1,0,Rio de Janeiro,-43.1964,-22.9083
Marcos Rocha,Brazil,25,1.84,Defender,2013-,2013.5,2,0,Sete Lagoas,-44.2469,-19.4658
F&#xE1;bio J&#xFA;nior Pereira,Brazil,36,1.84,Forward,1998-1999,1998.5,3,0,Manhua&#xE7;u,-42.0336,-20.2581
Andr&#xE9; Felipe Ribeiro de Souza,Brazil,23,1.84,Forward,2010-,2012,4,0,Cabo Frio,-42.0189,-22.8789
Casemiro,Brazil,22,1.84,Midfielder,2011-,2012.5,5,0,S&#xE3;o Jos&#xE9; dos Campos,-45.8786,-23.1864
Danilo Luiz da Silva,Brazil,23,1.84,Defender,2011-,2012.5,6,0,Bicas,-43.0589,-21.725
Paulo Henrique Ganso,Brazil,24,1.84,Midfielder,2010-,2012,8,0,Ananindeua Par&#xE1;,-48.3719,-1.3658
Gilmar Rinaldi,Brazil,55,1.84,Goalkeeper,1986-1995,1990.5,9,0,Erechim,-52.2739,-27.6339
Edu Manga,Brazil,47,1.84,Midfielder,1987-1989,1988,10,0,Brazil,-47.8667,-15.7833
Durval,Brazil,34,1.85,Defender,2012,2012,1,0,Cruz do Esp&#xED;rito Santo,-35.1,-7.1333
Danrlei,Brazil,41,1.85,Goalkeeper,1995,1995,2,0,Crissiumal,-54.1167,-27.5
Jucilei,Brazil,26,1.85,Midfielder,2010-,2012,2,0,S&#xE3;o Gon&#xE7;alo Rio de Janeiro,-43.0539,-22.8269
Leandro Cast&#xE1;n,Brazil,27,1.85,Defender,2012-,2013,2,0,Ja&#xFA;,-48.5578,-22.2964
Juan Jesus,Brazil,23,1.85,Defender,2012-,2013,4,0,Belo Horizonte,-43.9333,-19.9167
L&#xE9;omar Leiria,Brazil,43,1.85,Midfielder,2001,2001,5,0,Marechal C&#xE2;ndido Rondon,-54.0667,-24.5667
Alo&#xED;sio Pires Alves,Brazil,51,1.85,Defender,1988,1988,6,0,Pelotas,-52.3425,-31.7719
Henrique (footballer born 1986),Brazil,27,1.85,Defender,2008-,2011,6,0,Marechal C&#xE2;ndido Rondon,-54.0667,-24.5667
Diego Alves,Brazil,29,1.85,Goalkeeper,2011-,2012.5,7,0,Rio de Janeiro,-43.1964,-22.9083
Edu Gaspar,Brazil,36,1.85,Midfielder,2004-2005,2004.5,15,0,S&#xE3;o Paulo,-46.6333,-23.55
Luiz Alberto da Silva Oliveira,Brazil,36,1.86,Defender,1999,1999,1,0,Rio de Janeiro,-43.1964,-22.9083
Os&#xE9;as,Brazil,43,1.86,Forward,1996,1996,2,0,Salvador Bahia,-38.4767,-12.9747
Diego de Souza Andrade,Brazil,29,1.86,Midfielder,2009-,2011.5,2,0,Rio de Janeiro,-43.1964,-22.9083
Alexandre Lopes,Brazil,39,1.86,Defender,1995-1996,1995.5,3,0,Rio de Janeiro,-43.1964,-22.9083
M&#xE1;rcio Rodrigues,Brazil,35,1.86,Midfielder,2004-2005,2004.5,3,0,S&#xE3;o Paulo,-46.6333,-23.55
Rafael Cabral,Brazil,24,1.86,Goalkeeper,2011-,2012.5,3,0,Sorocaba,-47.4581,-23.5017
Renato Augusto,Brazil,26,1.86,Midfielder,2011-,2012.5,3,0,Rio de Janeiro,-43.1964,-22.9083
Eduardo Costa,Brazil,31,1.86,Midfielder,2001-2002,2001.5,7,0,Florian&#xF3;polis,-48.4167,-27.8333
Miranda (footballer),Brazil,29,1.86,Defender,2009-,2011.5,7,0,Paranava&#xED;,-52.465,-23.0728
Fernando Menegazzo,Brazil,33,1.86,Midfielder,2003-2007,2005,8,0,Anita Garibaldi Santa Catarina,-51.4058,-27.0019
Christian Corr&#xEA;a Dionisio,Brazil,39,1.86,Forward,1997-2001,1999,11,0,Porto Alegre,-51.23,-30.0331
Dudu Cearense,Brazil,31,1.86,Midfielder,2004-2009,2006.5,11,0,Fortaleza,-38.5428,-3.7183
Abel Braga,Brazil,61,1.87,Defender,1978,1978,1,0,Rio de Janeiro,-43.1964,-22.9083
Alexandre Torres,Brazil,48,1.87,Defender,1992,1992,1,0,Rio de Janeiro,-43.1964,-22.9083
Edu Dracena,Brazil,33,1.87,Defender,2003-2007,2005,2,0,Dracena,-51.5328,-21.4825
